id		sentence		sentiment
33789		경영학 전공이라는데서 걸러야지. 자기 분야 아니면 함부러 말하지 마라.		혐오
33790		하는짓이라곤 맘에드는게 없네 ㅉㅉㅉ		혐오
33791		집에서만 데이트하면 뭐하지 티비보나?		혐오
33792		과대망상증 환자. .		혐오
33793		비밀비밀 아 이 죄인들 예전 공화국때처럼 자백 받아?? 그리고 비밀로 해 난 몰라		혐오
33794		남자 박근혜..아닌가여?		혐오
33795		여자 기레기 고소 안시키나?..		혐오
33796		ㅎ웃음밖에 안나온다 정말..		혐오
33797		깜방가서 서로 보ㆍ지 빨아주면서 살아 쓰ㆍ레기같은 년들아		혐오
33798		응 지루라고 지금 너보다 좋은 선수 있어 ㅋㅋ		혐오
33799		쳐들어가기전에 니발로 나와라 진짜 짱난다고!,,,,		혐오
33800		외화위기 때 금모으기로 은행살리려던 서민들은 정작 찬밥신세고 이 도그년한텐 개같이 대출해주네.		혐오
33801		대우조선에 지원할돈 여기에 투자해봐라무능한 대통령아		혐오
33802		전봇대에 비싼옷을 걸친다고 부잣집 아가씨로 보이겠나		혐오
33803		정준영 제발 하차했으면 좋겠다		혐오
33804		트럼프는 에너지가흘러넘쳤고 힐러리는 병자같든데		혐오
33805		그냥 박보검 팬들을 위한 드라마 시청률 갈수록 떨어지네		혐오
33806		기사좀 그만써요.팬은 아니지만 왜 자꾸 일을 알리려고하는지,그 정도가 문제면 방송나와 일할 사람있나요?		혐오
33807		무엇보다도 택시 기사들의 수준이 너무 꽝 교육좀 시켜라		혐오
33808		하여간 개 쪽봐리 세....끼들 지네 국민들에게도 도라이지꺼리를 해대는군		혐오
33809		교사직위박탈시켜라!!		혐오
33810		실력으로만 평가받기에는 사생활이 너무 망가졌음.		혐오
33811		미친분들아. 촬영장 사진 찍는거면 제작진 동의하에 했단 생각 안들어?		혐오
33812		생긴데로 논다		혐오
33813		연예대상 박근혜씨 줘야 한다.		혐오
33814		미스박이 애비 생각나서 쿠데타가 성공하길 바랬을듯...		혐오
33815		박근혜를 보면 가정교육의 중요성을 새삼 깨닭는다.		혐오
33816		박근혜 대통령 당선도 조작인듯		혐오
33817		나쁜 대통령 이전에 나쁜고 모자른 인간!!!!!		혐오
33818		우리나라 핵펭귄도 받아서 뭐라 깔 수가 없다....		혐오
33819		돈은저렇게쓰는거야 순시리야		혐오
33820		부정축재 재산도 다환수하시길바랍니다		혐오
33821		삼성일가들 미국으로귀하한다 그러면 반응궁금하네 ㅎㅎ		혐오
33822		쥐나개나 공무원한다고 ㅈ22ㄹ들이니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 공시생마저 비호감임. 그저 안정된직장 ㅋㅋㅋㅋㅋㅋ		혐오
33823		시장이 오세훈이었음 벌써 시장직에서 끌어내려졌을거다..		혐오
33824		저도 불매 운동에 동참할랍니다.		혐오
33825		차오루는 니네나라 안가냐?		혐오
33826		도대체 이휘재는 무슨빽인지모르겠다		혐오
33827		애플쓰는놈은 매국노		혐오
33828		꺼져 미친언론,,,,,,,,,,,,,,,,,,,,,,,		혐오
33829		와 진짜 세월호 침몰은 대통령 잘못은 아니지 않나		혐오
33830		박근혜가 저렇게 하라고 했지		혐오
33831		이런 직일 년놈들 맥아지를 비틀자		혐오
33832		닭을한번끓여서 씻으란소리같은대?~~		혐오
33833		애도 나와서 얼마나 엉뚱한 발언들을 쏟아낼까. ㅋㅋ		혐오
33834		독재자들은 오래살어		혐오
33835		안 잡혔을때 애는 니가 안봤을꺼같은데 애도 이용하냐		혐오
33836		박그네 눈깔 도려내고싶따		혐오
33837		그네야. 느그아부지 말씀 기억나제? 미친 개는 몽둥이가 약이라고.ㅋㅋ		혐오
33838		그 멍청하년이 나와서 유체이탈만 하겠지		혐오
33839		얼마나 할일 없는 사람들이면 속초까지 가서 하겠냐.		혐오
33840		ㅋㅋ 내개는 안물어요 하면서 풀어놓고 댕기다가 목줄안한 다른개한테 처물려오면 죽이네 살리네하는 견주들의 이중잣대 클라스ㅋㅋㅋㅋㅋ		혐오
33841		한번이라도 본 사람들은 다 앎. 내용의 깊이도 연기도 고작 이정도 평가받을 작품이 아니라는걸.		혐오
33842		오로지 남탓 십자십자		혐오
33843		이러는 와중에도 파업지지하네 어쩌네 하는놈들 있으면 정말 양심없는거다		혐오
33844		전두환 광주에 두번 내려가구선 안갔다 오리발 헬기총탄흔적 전두환 감옥가야겠네		혐오
33845		후속작이 늦으니 내려가지 ㅋㅋ 멍청한삼성 아직도 후속작이 없어		혐오
33846		울릉도가 언제 다시 불을 뿜을지 관심을 모으고 있다.<<< 이게 할 소리냐?		혐오
33847		순실개잡아다 조련시켜주세요ㅡㅅㅡ		혐오
33848		성적이 나쁜면 연봉싹감이지 너희들이 무엇인테		혐오
33849		순실이가 시키대마지막까지 꼭두각시놀음인가		혐오
33850		금숫저 가지구 태어났서 구치소 직행 타고 가게네~^^:		혐오
33851		나라가 도박ㆍ사기질 안하는 넘들이 없어 ?		혐오
33852		지도 10정도의 지진이 일어나면 박근혜와 새누리와 경상도는 어찌 되나요? 멘붕?		혐오
33853		세이콘 끝까지 선수들 책임이냐?		혐오
33854		박사모들 박근혜 틴핵 인용되면 단체 힐복 퍼포먼스 보여주겠네 ㅋ		혐오
33855		탈세 돕느라고 다른건 신경 못썼나보지		혐오
33856		진핑이 형 그냥 북한 쓸어버리고 북한 가져가세요		혐오
33857		불복이면 병원행이 맞다.		혐오
33858		이런 대접 받을려고 내 돈쓰며 궂이 가야겠나		혐오
33859		국민의 신임을 잃은 대통령은 가장 기본적인 탄핵 사유.		혐오
33860		100톤이 아니라 200톤이 들어 왔는데 당국은 모른대요		혐오
33861		ㅋㅋㅋㅋ 급하면 문도 따는 실력자들^^ 쓱~		혐오
33862		그러니까 왜 동성끼리 사랑을 하냐		혐오
33863		아이유가 남잘 질리게하는듯....멸치비롯		혐오
33864		응 이제 한국 발들일 생각하지 말고 느그들 섬에서 평생 방사능 쳐마시면서 살어 ㅂㅂ		혐오
33865		손해배상 소송? ㅋㅋㅋㅋ 지. 랄을 한다.... 또 돈벌고 싶냐?		혐오
33866		입을 재봉틀로 박아라??그게 답이다		혐오
33867		삼성내년 꼴찌 붙박이네		혐오
33868		김고은 그만나왔음좋겠다 집중이 안돼		혐오
33869		박근혜(전직 대통령):내가 뭘 잘못했는데??		혐오
33870		막장으로 가네ㅋ		혐오
33871		혐한시위하는 쪽바리들 똥구녕 빠는게 일베충들이다..		혐오
33872		에휴~~김치들아~~ㅉㅉ		혐오
33873		여기에 가장 어울리는말. 후안무치한년.		혐오
33874		쥐도 새도 모르도록 아에 도피시켯다고 볼 여지가 잇음		혐오
33875		네이버 페이로 수수료 수익 올리겠단 소리지		혐오
33876		콩밥도 아깝다.사형시켜라		혐오
33877		누가 삼성 폭탄을 쓰냐?		혐오
33878		쟤얼굴 마가린으로 빚은듯 졸라느끼하게생김		혐오
33879		댓글단거 보니 남자들은 다 무식하네		혐오
33880		니넨 어떻게 해도 죽어... 아직도 상황판단 안되냐		혐오
33881		햄종 넌 이제 기아에서 역적이다.		혐오
33882		안드로이드업뎃안되면서 유도하네... 웃긴다.		혐오
33883		우째 이런놈을 문고리로심었을까?박근혜양!!ㅉㅉ		혐오
33884		쟤 신원조사해봐라. 친일파 후손일거다		혐오
33885		박근혜처럼 근무하면 다음날 짤린다 뭐가 정상근무라는건지 아예 개소리를 한다		혐오
33886		볼보도 중국자동차 였지...		혐오
33887		시크릿가든 정주행할까 태양의후예 정주행할까 고민하고 있겠죠?		혐오
33888		조현아도 거부해라ㅎ		혐오
33889		상을 몇개를 받았는데...울고불고....가식같네...		혐오
33890		넥슨 이사들도 월급 랜덤박스로 받아봐야 유저들을 이해하지!		혐오
33891		늙어면 디지라 쪽팔리겟다 비아그라 하나 얻어먹고 충성다하는구나		혐오
33892		문재인도 다똑같다는것을 훗날 느끼게될것이다 권력이란 달콤하고 씁쓸한 소시오패스들아~		혐오
33893		저 머리에 무슨 전략.		혐오
33894		일본만주군중위 다카끼마사오		혐오
33895		위증지시라 대다나다 년이		혐오
33896		으이구 트럼프~~		혐오
33897		우리나라도 중국인 못들어오게 좀 막아줬으면..		혐오
33898		솔직히 오나미 허경환보다 재미없음		혐오
33899		이구 자랑이다 그냥 있는데로 살아라		혐오
33900		안속아 이놈들아...		혐오
33901		뽀샵으로 다리나 좀 늘려라		혐오
33902		늙으면 뜨신 구들목이 제격인데, 닭새끼 한 마리 목숨 연명시켜 보겠다고 노인네들두 고생이네,		혐오
33903		위에 앉은 사람들이 한일에 비해 너무 많이 가져감		혐오
33904		반기문 너는 더나뻐!		혐오
33905		이래서 골수 외교관리인 반기문이 믿음이 안간다. ㅉㅉ		혐오
33906		저런 분들도 한국에 사고 있구나		혐오
33907		자영업자들이나 관리똑바로해라		혐오
33908		사고나 내고...탄핵은 반대하고...한국 노인들은 폐기물이다. 방사성 폐기물이랑 같이 묻어버려야됨		혐오
33909		씹누리짓 하네~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ		혐오
33910		감빵에 같이 들어가서 네가 직접 키우면서 오순도순 살거라~~~		혐오
33911		이야.. ㄹ혜년 하야 안하면 양심없는거다		혐오
33912		상납을 안했구먼 ㅋㅋㅋㅋ		혐오
33913		일좀 잘해보려는 사람들은 전부 목짜르는부패한 정권 그러니 주위에 아부하는 내시들만 들끓고 나랏일 잘될수없지		혐오
33914		살기심든나라...아이 안낳고 싶은나라...애들잡는 나라....행복한 가정은....처음부터...금수저		혐오
33915		개보다 못한 새ㄲ		혐오
33916		깔수록 밝혀지는 뽕닭과 그 친구 순실이의 국정농단에도 이런 사악한것들을 지지하는 대구똘아이들과 박사모들도 참수하라		혐오
33917		안나오는 사람이 범일이다안민석 의원 말이 맞군요얼마나 죄가 많으면 ??		혐오
33918		퍽이나...퍽이나... 인재들 발목이나 잡지 마라		혐오
33919		종북 노무충 하자는거 반대로만 하면 우리나라 아무 문제없음		혐오
33920		박정희 다까키 마사오란거 기술하고 새마울 운동은 일제강점기때 만주국 개몽 운동 이란것도 기술해		혐오
33921		니들 하는꼬라지 보니까 몇년후에는 명절문화가 거의 남아나지 않겠다...		혐오
33922		기자개레기네.....		혐오
33923		응 이번일로 손연재 비호감된건 확실		혐오
33924		네 다음 송년회 끝나고 느그애비 안마방 고고싱~~~		혐오
33925		여태까지쌓아놓은 소녀시대 모든 이미지 sns사진 2장으로 말아먹음 캬 ㅋㅋㅌㅌ 대단하다 그동안의 노력은 물거품 씹거품		혐오
33926		김고은단역도 없이 바로 주연만 그정도인가요?		혐오
33927		ㅋㅋㅋㅋㅋㅋ 꼴갑들한다		혐오
33928		이슬람만이 김치년을 교육시킬 수 있다		혐오
33929		이세영뿐만아니라 안영미 이국주도 진짜 주제모름		혐오
33930		박근령을 감추기위한 연막탄 지리구요		혐오
33931		닭으로 바꿔 안죽으니까		혐오
33932		교도소 죄수들위한 특급포상 정유라		혐오
33933		용의자 무슬림으로 밝혀지면 개꿀~~ㅋㅋ		혐오
33934		닭대갈 공갈죄도 추가해..		혐오
33935		대리인단, 변호인은 꺼지시고 본인 박그네 본인이 와서 국민들한테 진실을 말하던지 니 잘못 없다고 따박따박 대들면서 말하든지 본인이 처 오라그래		혐오
33936		머니투데이..... 대표적인 기업에 머니받고 투데이 기사쓰는 신문이죠.		혐오
33937		좌좀에 개량한복 어울리게 생긴듯		혐오
33938		조선이 얘기하는건 옷 믿겄다		혐오
33939		잡소리 신경쓰지말고리콜이나 제대로 해라..		혐오
33940		훔진거갖고 의혹에 의혹을더하고 다까발리고 이제손씨랑방송국 다없어질듯		혐오
33941		이병철 회장님 손자 잘옷봤소		혐오
33942		왜...대기하라고 해놓고, 기관사는 문잠그고 튀게?		혐오
33943		트럼프 이것도 조만간 끌려 내려오겠네~		혐오
33944		언제는 뭐 앞선 시대의 사람들이 후손들 생각하고 살았나?		혐오
33945		신사임당 왜 오만원권 지폐 모델인지도 모르겠고, 아들 잘둔거 하나밖에 없는 것같은데...		혐오
33946		왜 저런 인간을 감독으로 데려 왔을까?		혐오
33947		악마에게 영혼팔고 프리메이슨 빨아대면 유명해지니까!		혐오
33948		닭통령이 무위도식하면서 국고나 축내고있어 나라가 망하게 생겼어요.		혐오
33949		이제야 후회 합니까?		혐오
33950		콩밥좀 먹고 와라.		혐오
33951		그리고 어설픈 민주주의한답시고 정치경제 말아먹는나라.		혐오
33952		나머지 끼도 없고 얼굴도 그리이쁘지도 않고 다른그룹이었으면 소리없이 없어질애들 같은데.		혐오
33953		꼭, 소고기 파동때 촛불시위하던 놈들하고 똑같은 놈들이야....		혐오
33954		ㅋㅋ오히려 첼시가 걱정할 이유가 있다니ㅋㅋ		혐오
33955		공주인데...정부에서 보호해주는 조직이 있나보지~~		혐오
33956		나한테 방법없다고 금액조정하거나 합의해서 받던지 하라고하고 노동청에서 해주는거 없음.		혐오
33957		근데 롤감독은 하는게머임?		혐오
33958		원래 코레일이 세금을 지원받으면서도 공무원 아니라고 나자빠지는 곳이다.		혐오
33959		기자놈 반미감정 만들려고 애쓰네 ㅉㅉ		혐오
33960		구단에선 김성근에 대한 더 이상의 투자는 기대말라!!		혐오
33961		어차피 봄배구 못하는거 신인이나 키우라니까 팬들 의견을 아예 안듣는듯.		혐오
33962		전부 거짓말이다		혐오
33963		개 호구행		혐오
33964		왜 욕먹는지좀 알아라		혐오
33965		나도 다음생엔 약 존나 먹는 야구선수가 되어야지 ^_^		혐오
33966		종이읽는거말고...스스로할수있는게뭡니까?		혐오
33967		재수 없는년~~		혐오
33968		동네 부녀회장도 박근혜보다 100배 똑똑할듯.		혐오
33969		입만열면 거짓에.....		혐오
33970		펠레 입지도 별로였는데 ㅋ		혐오
33971		잠꼬대하고있네		혐오
33972		새누리당은 믿을 수 없다		혐오
33973		진짜 조정석 진짜 얄미웠다		혐오
33974		얘때메 허찬미 인생망쳤지		혐오
33975		불쌍한 새키들 순실이보다 더나쁜 벌레당		혐오
33976		얘를 정말 반성하게 하려면 감방과 함께 돈을 털어버려야되.		혐오
33977		그네누님은 TV토론회 정말 싫어했지.		혐오
33978		역시 마이너스의 손 이재용.		혐오
33979		그러니 니네는 안돼		혐오
33980		잔머리 굴리지 마세요.		혐오
33981		특검이 신청한 증인들은 대부분 현정권과 최순실과 골깊은 감정이 있는자들입니다.		혐오
33982		국민한테 이렇게 큰 불편을 주면서 니들이 원하는것은 관철시키지 못할거다...		혐오
33983		영남으로 서울 바퀴벌레들 미세먼지 부들부들잼 ㅋㅋㅋㅋ		혐오
33984		님들 고염식 저단백했어요		혐오
33985		중국인들은 그냥 양아치...		혐오
33986		도둑놈의 자손들		혐오
33987		참그런네 인간의 이기가 어디까지 인지 묻고 싶군		혐오
33988		뽕 처맞고 주무셨나????		혐오
33989		지금 연구비 지원은 조선소 지원과 다름없음 눈먼돈.		혐오
33990		삼성이 망해야 하는 이유다.		혐오
33991		저 기레기는 진심으로 정신병원 한 번 가봐야 할듯...		혐오
33992		경찰추산은 더잡아 줬겠내 ㅎ.		혐오
33993		최경환 고집이냐?		혐오
33994		특히 러시아는 인구와 식량이 자살 수준이라 저모양이지.		혐오
33995		누가보면 기술발전및 4차산업혁명을 정치인들이 하는줄 알겠네 ㅋㅋ		혐오
33996		극악무도한 피의자가..사복에 머리핀 까지 하고 나오던데..		혐오
33997		그럼 개누리당들은 남아있을 수 있겠냐?		혐오
33998		기상청 예보의 적중률은 백프로입니다.		혐오
33999		기존 친박당은 어짜피 공중 분해될 것입니다.		혐오
34000		최순실이 안한일을 찾는게 빠른듯.		혐오
34001		많이 심심 하신가 봐요일반 회사원도 아니고 법무부 공무원이...		혐오
34002		그네 얼굴보면 역겹다!~		혐오
34003		문재인 대통령 만들기 점점 힘을 읽어 가니 똥줄이 타겠어 ㅋㅋㅋ		혐오
34004		원숭이 개념없네.		혐오
34005		탈북자 기독교 신천지 조선족임 저들 전부 다~~		혐오
34006		뭘 잘한게있어야칭찬을하지 ..		혐오
34007		2번도모르는국민이뽑은대통령이기에뭐라할말도엄네~~		혐오
34008		요즘은 댓글작업 다시 처하고 있다 ㅋㅋ		혐오
34009		무조건 삼성은 안대.		혐오
34010		이런것좀보고배워라!!!!!!!!		혐오
34011		종교는? 등등~		혐오
34012		취소로 꽁트나 하고		혐오
34013		다른 시간에은 얼마나 더 헛짓거리를 헷길래 숨기는건지..		혐오
34014		짱깨들은 어딜가든 그나라의 격이 떨어져.		혐오
34015		무식하게 100년전 독립투사와 비교하면서 난민들을 마치 친일파인냥 취급하는게 말이 된다고 생각하냐?		혐오
34016		댁은 언행이랑 정장이랑 안어울려요~		혐오
34017		부끄럽지안소?		혐오
34018		이유도 않되는걸로 짜르려고?		혐오
34019		한국배구 망친장본인이다		혐오
34020		아이구 아이구..칵! 퇴!		혐오
34021		빨갱이 노랭이 첩자인가?		혐오
34022		힘들고 더럽고 꼬우면 그만두세요~		혐오
34023		기상청이 일을 안한다는 소리네		혐오
34024		영향은 없을듯. .크게 존재감있진 않았거든. .		혐오
34025		네 양싸 너무하긴 했어요 ㅠㅠㅠㅠ		혐오
34026		노래 잘한다는데 히트곡 하나없네ㅋㅋ		혐오
34027		이와중에 악플다는 한남충들 많은거 보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ		혐오
34028		자신의 지위를 남용하여 범죄를 저지른 자에게 연금이라도 퍼줄 생각?		혐오
34029		쪽바리 새끼들아		혐오
34030		양심적거부 운동하던 박원숭이가 서울시장직에 올라있는데 당연한 결과임.		혐오
34031		최순실 특별법을 입법해서..극형에 처해야 한다 이말입니다.		혐오
34032		이특하고 붐 꼴보기싫었는데ㅎㅎ		혐오
34033		뒤에서 박근혜를 지원하고 있는 이런 단체나 조직들.		혐오
34034		변명이라고 한다는 소리가 아주 가관이다.		혐오
34035		인류가 멸망해야 한다느니 지구의 주인은 인간이 아니라느니 이딴 헛소리 지껄이는 새끼들..		혐오
34036		역사적으로 저런 악녀들이 군주의 눈을 멀게해 나라를 사단나게하고 국민들을 위태롭게 하더라		혐오
34037		가증스런것들!!		혐오
34038		그러니 애플도 저런 장난을 치는 게지...쯧쯧		혐오
34039		소시 팬인데 야 티파니 옹호좀 그만해라.		혐오
34040		대한민국 참 잘돌아간다		혐오
34041		저런걸 왜 국내 서비스 하는지 정부 참 대책 안선다		혐오
34042		10년 결산 대상에 응팔은 진짜 이니다		혐오
34043		로버츠 감독의 이해할수 없는 교체 타이밍 이였다		혐오
34044		한국 청년새끼들보다 고양이가 낫네.		혐오
34045		나 전경때는 좀비들 보이는데로 후들겨팻다		혐오
34046		나머지 43.4프로는 먹고살만한가보네		혐오
34047		반이슬람 반다양성 환경무시 보호무역 중국을 닮은 정책인 것 같기도 하다.		혐오
34048		날씨가 기상청 엿먹이나 보다		혐오
34049		어디서 약을팔어~~		혐오
34050		모든 피 다 빨아 먹고 조건 걸어 수출도 못하게 하는 정부. .		혐오
34051		이제는 진짜 얘 자체를 제 인생에서 아웃하고 싶네요.		혐오
34052		막말하는 것들 많다주변에 말끝마다욕을 섞는애들이 있다		혐오
34053		못났다 정말		혐오
34054		지리게 쳐하네시바것들		혐오
34055		저희집 와서 제가 요리해주면그릇을 치워주지 않네요.		혐오
34056		가까운 지인 분의 일인데 지인 남편 분의 시동생이 계속 사기 행각을 벌이고 있습니다..		혐오
34057		니일에 바빠 나에게 연락도 제대로 하지못하는걸이해했다,		혐오
34058		그러니까 니가 자취인생사는거야		혐오
34059		잡을만큼잡았고 더는 안되는거 알고여기글들처럼 재회는 개뿔 없을거에요.		혐오
34060		썩은내나는사랑하길		혐오
34061		그렇게 칭송받으니까정치도 해볼만하다 생각했나봐??		혐오
34062		사람 힘들 때 버리는거 아니다		혐오
34063		나쁘다 진짜날씨도 더운데 ..		혐오
34064		남편이 생활비 60만원으로 생활하는 여자를 만나고 싶다네요		혐오
34065		제 마음속에있는 악이 사라져줬으면하네요		혐오
34066		그래도 늦엇지만 내일이라도지겨운.사람이란거.		혐오
34067		저사람조심하세요ㅡㅡ		혐오
34068		너 만날 생각 없다.		혐오
34069		버스가보니깐여자들만 앉아 있더만 ㅋㅋ		혐오
34070		두산 곰들한테 타이틀을 내주기엔 넘 아깝지 않나여???		혐오
34071		진짜 이유좀 말해줘봐.		혐오
34072		여자 5명중 1명이 성형한다니 말다했지.		혐오
34073		친구새낀 대학때문에 바쁜데 같이좀하자고 볼멘소리햇더니 이번에 대학 연합 엠티도 빠진다네여.		혐오
34074		머한사람들은 배워먹은게없다.		혐오
34075		내가 연락을 안하면 안하는 남친..		혐오
34076		내대신 누가 욕좀해줘..		혐오
34077		중간에 유학을. .. .나쁜시끼. ,		혐오
34078		그런데 여자친구는 옷 입는거는 양보를 안하네요		혐오
34079		넌 엄마 꿈에 한번도 나타 나주지 않니?		혐오
34080		이재용잘생겼네ㅡㅡㅡ		혐오
34081		미안하단말은하나도안하네		혐오
34082		우리는 닭공주님이 언능 퇴위해야...		혐오
34083		그네~하야하는 그날까지 ~난 토요일 마다~광화문 간다~~		혐오
34084		이래도 박근혜 광신도들은 단돈 1원도 안받았다 하겠지.ㅋㅋ		혐오
34085		롯데는 니네 나라로 가!!		혐오
34086		아이를 정유라만 키웠으면 모르겠는데 보모 고용해서 했을것 같은데 맡기면 되지 돈이 그렇게 많은 사람이 ㅎ		혐오
34087		당연히 물려야지 대기업에서 로봇생산 할꺼고 개념만있는 대통령이면 그세금으로 딴짓은 안할꺼니까 세금으로 복지에 써야한다		혐오
34088		대갈통에 구멍날까 무섭디? 이 쪼다들아!!!		혐오
34089		조작설이라고 생각없이 외쳐대는 알바들아. 지겹지도 않니? 차라리 댓글을 달지마세요. 격떨어져!		혐오
34090		어라 이거보고 인권단체에서 우리나라도 교도소에 에어컨 설치하자고 하는거 아니야		혐오
34091		남까눈건 잘하네 참		혐오
34092		희대의 거품 김수현		혐오
34093		독일검찰한테 수사 받으면 탈탈 털릴까봐 귀국시키려는 수작아닐까??		혐오
34094		짱개 많고 물가 개비싼 제주따위 안가도 된다		혐오
34095		SGS 자체가 삼성에서 분사한 회사라는 말은 왜 기사에 없냐 ㅋㅋㅋㅋ		혐오
34096		이재용이 없어도 삼성은 돌아간다... 엄단해라..		혐오
34097		닭그네 때문에 고생들 하네		혐오
34098		달착륙구라설,911자작극설,세월호잠수함설 이런거 믿으면 순진한게 아니라 바보임		혐오
34099		북한 사이버전사들이여 적당히 해라		혐오
34100		ㅋㅋ 안전하게 철밥통 지키다가 성과연봉제 도입하니깐 힘들고 짜증나지? 배가 부른듯.		혐오
34101		혼자지내고 나갈일도 없으니깐 50센치 눈폭탄 쏟아져라		혐오
34102		존나 뻔뻔 절대 본적도 없다던 니 얼굴 기억한다		혐오
34103		견찰 들아.... 지금 교통이 문제냐.... 나라가 망해가는데.... 끝까지 개 노릇하겠는건가...		혐오
34104		내나라에...내국민들이원하는..조그만한동상하나세우지 못하는게...박근혜가정치하는나라다		혐오
34105		꺼지라해 한국에 외국인들이 얼마나 많은데 방패로 세워라		혐오
34106		척추도 없애고 쇠막대기 하나 꽃아두지 외ㅢ		혐오
34107		이제부터 런닝맨은 쓰레기프로가 되는거다		혐오
34108		수컷 유전자가 얼마나 한심하냐면 지들니 지 조상 챙기는 것도 못 해서 여성한테 빌빌 거리며 달라붙음 도태됐으면		혐오
34109		순실이 한테 결제는 받앗냐?		혐오
34110		전경련 해체하라.		혐오
34111		저 뇬 주둥이가 거짓부렁이 잘하게생겼네 그려		혐오
34112		아 sbs새벽에빡치게 제목뽑네 지상파언론은 아직 박근혜 편이라우~~그동안 언론 조작으로 받아먹은게있거등~이딴식으로 보도하는 언론꼴통새끼들 다 조사받아야되		혐오
34113		역시짱깨클라스는달라~이쉐키도사형시켜라		혐오
34114		한국 노친네들은 하는 행동보면 예의같은거 정말 차리기 싫더라 뻔뻔하고 무대포 예의도 없고 돈내고 타라해라		혐오
34115		당신은 어디서 태어났는가??		혐오
34116		저런인간에게 인정사정을 베푸는넘은 같이 죽어야 한다		혐오
34117		나는 티아라에 그 키작은 애만 좀 없었으면 좋겠다.		혐오
34118		컴백안해도 되겠네 .		혐오
34119		애들 장난도 아니고 뭐하는건지 왔다갔다 안했다고 간호장교자체를 부정하더니 아주 국민들을 멍구로 보는구나		혐오
34120		대만은 대한민국 임시정부에 자금줄 대준 나라 입니다. 혐한을 하고 일빠를 한다고해도 그나라를 욕하지 맙시다.		혐오
34121		빨리 하던거나 해라 잠수함에 시간끌기하지말고		혐오
34122		고문해라!!!!		혐오
34123		대한민국 종북좌빨 및 간첩이 232만명		혐오
34124		자 그럼 이제 기성용도 국대에서 뺄 시간..		혐오
34125		개 좋아하는 년놈들치고 제정신인것들 드물다는걸 다시 한 번 확인시켜주신^^		혐오
34126		일베 악플달러 단체로 왔대요^^^^^		혐오
34127		검찰에서 마중 못나가게 바로 특검에게 송치해라		혐오
34128		나도 니 모른다 병신년아		혐오
34129		개호구 동네북일세~~		혐오
34130		자존심은 제발 지키자 ㅅ.....ㅂ 벌레들 은 버리자		혐오
34131		역시나 표절의 민족 조센징		혐오
34132		성향을 안보고 취미도 안보고 무~~~~~조건 돈이랑 얼굴만 보고 결혼하니 지루하지...당연한걸 말이라하나..		혐오
34133		저걸 한국고위층이 숨겨놧울꺼라는 생각은 안해봣냐??		혐오
34134		시종일관 침착모드 독하다독해		혐오
34135		니들이뭔데?		혐오
34136		어차피 국민 세금 빨아서 만든거 뭐 어때		혐오
34137		지금도 일자리없는 조선 개돼지들 어쩌냐?		혐오
34138		또 리콜 새폰 몇번을 줄려구~~		혐오
34139		정치가 아니라 기업가네		혐오
34140		사진 바꿔라 죄수복에 쇠고랑 찬 사진으로		혐오
34141		구라치고있네 게토레이들		혐오
34142		서울에 진도 9의 지진이 발생된다면 아파트 사는 놈들 다디졌다		혐오
34143		50년동안 수도없이 많은 멀쩡한 사람 고문하고 죽이고 병신 만든 악마 김기춘이....드디어 국민과 역사의 심판을 받는구나....블랙리스트뿐만 아니라 살인죄로 다시 수사해라		혐오
34144		아직도 그냥 쓰고 있는 인간들은 잠재적 폭탄테러범들		혐오
34145		임금체불 잘하는 사장같은 인상이다		혐오
34146		말타고 졸라 잘다니는구만....		혐오
34147		내가 아는 유일한 사자성어. . 미친 닭년. .		혐오
34148		소속사는 이래서 큰데로 가야함. 진짜 찐따같이 일 못한다.		혐오
34149		???이게 속보야????		혐오
34150		주댕이를 꼬매야 안짖지?		혐오
34151		민주당은 김정은이 2중대.ㅋㅋㅋㅋㅋㅋㅋ		혐오
34152		세계가 미쳐가는군...		혐오
34153		박정희가 어떠인간인지 알고나면 폭동 일어날걸. . .		혐오
34154		초아야 우리 설현이가 압도적으로 신이 내린 미모인걸 이쁜 걸 어쩌냐 넌 평범한걸		혐오
34155		국민들 분열 시키지 말고, 민주주의 나라에서 투표로 결정해라... 일주일 지나 달라진건 힘받아 탄탄해진 박사모 뿐		혐오
34156		이태리도 개후진국이네 ㅡ.ㅡ		혐오
34157		우병우 잡아 처형하자		혐오
34158		나도 시위하는 년들이나 두둘겨 패러 가볼까		혐오
34159		ㄹ혜 왈 현빈 미만잡		혐오
34160		성형한여자 안만난다~절대		혐오
34161		일본인은 '개'의 후손이 아니다, '원숭이'의 후손이지.		혐오
34162		힘좀세졋다고 천조국한테까지 깝치지만 현실은 힘만센 속좁은 찌질이		혐오
34163		그냥 냅두세요...얼마나 부담스러울까		혐오
